編號,名稱,簡介說明,鄉鎮,地址,電話,緯度,經度,門票/收費,旅遊叮嚀,行車資訊,大眾運輸,停車資訊
164,萬和宮,萬和宮在清康熙二十三年，前浙江定海總兵張國提倡創建，並由張、廖、簡、賴、黃、江、何、楊、戴、劉、陳、林等12姓氏，捐資創建，命名為萬和宮。萬和文化大樓五樓的「麻芛文化館」，是萬和文教基金會接受文建會指導，在民國九十三年十月廿四日設立。這是台中市第一座民間地方文化館，展示內容包括：南屯區的歷史軌跡、黃麻輝煌史、珍品典藏、麻芛文化在南屯，以及創意藝廊等五大區域。定位為地方歷史暨常民文化館。「麻芛文化館」每逢農曆初一及十五，以及周休假日開放參觀，由導覽志工隊派員解說服務。萬和文化大樓的地下室為餐廳；一樓為辦公室、二樓為會議廳、三樓為圖書館、四樓為文物館、五樓為麻芛文化館。大樓面向萬和宮廟埕，背臨犁頭店溪畔，高聳矗立，外貌雄偉壯麗，環境幽雅，五樓頂上增建一樓作為「眺望樓」，可以西望大肚山嵐美景，東眺台中市區，南屯舊街風貌盡收眼底，頗具詩情畫意。歷史悠久、香火鼎盛的萬和宮，至今仍保有全國僅有、已經傳承將近兩百年的字姓戲重要民俗廟會活動。道光五年（西元一八二五年）農曆三月廿一日起開演字姓戲。首日為漳洲戲，22日廣東戲（即潮州、嘉應州、惠州等），24日泉洲戲，25日汀洲戲，接著就是各姓氏的字姓戲、謝神戲與兵仔戲，持續一、兩個月，迄今歷代不斷，已成為地方重要傳統民俗活動。,南屯區,萬和路一段51號,(04)23893285,24.13786,120.63926,,宗教場所請勿大聲喧嘩。,由中港交流道下高速公路循中港路方向直走，至黎明路右轉，遇南屯路再右轉續行，遇萬和路即可抵達。,可以搭乘30、40、29、54、72及75號公車,設有停車場。
163,新光三越百貨公司_台中中港店,新光三越台中中港店提供中部消費者寬敞舒適的購物娛樂空間，國際精品、各大化妝品品牌、近4千坪的各類女裝、知名3C品牌法雅客、青少年流行品牌旗艦區、生鮮超市、全系列家庭生活賣場…等，另有各國主題美食分層設立，還結合多功能電影城，提供給消費者身、心、靈全面的滿足。此外，我們隨時提供最新流行資訊，讓顧客在一次購足的需求下，享受休閒、藝術、娛樂、資訊…等多種服務，讓購物不只是購物，而是一種真正的休閒體驗。,西屯區,臺灣大道三段301號,(04)22553333,24.16526,120.64371,,,中山高速公路：台中中港交流道下往台中市方向中彰快速公路：市政府出口下交流道中投公路： 文心路往北屯路方向，左轉中港路,台中客運33、60、69、88、106、146、147巨業巴士 往返梧棲／清水、大甲／通宵，經中港路統聯客運 73、75、77、83搭乘高鐵經150路、151路、152路、153路等新幹線公車，抵達至新光三越台中中港店。,汽車停車位B3~B6：1199個；機車停車位B1~B2：1070個，提供停車服務週邊收費停車場：新市政停車場、惠新停車場、惠安停車場、秋紅谷平面停車場
162,慈善寺,全台聞名的佛剎─台中慈善寺，前身為慈善堂，建於光緒十八年，也是清末台中市的佛教道場之ㄧ。光復後的台中佛教，日本宗派撤離，中國大陸佛教傳入。台中佛教進進入另一嶄新局面。1955年慈善堂改名慈善寺，在善智、律航、廣化、振光諸師的相繼住持之下，寺務漸興。慈善寺建廟歷史悠久，民國五年日據時期由林通等地方人士創建「慈善堂」，迄台灣光復後，由律航法師主持，從事整頓，樹立道風，以持戒念佛為宗旨，為慈善寺建立深厚基礎。民國五十二年振光法師接任住持，發願整頓老舊佛寺，經多方奔走募款，完成大雄寶殿、安老院、華藏塔等工程，慈善寺規模初具，民國六十年並舉行第一屆護國千佛大戒，此乃佛門盛事，儀式莊嚴隆重盛況空前。民國七十三年，慈善寺再度翻修，擴建講堂、齋堂、寮房等多項建設，歷經二十年的努力，振光法師銳意革新發揚光大，建築宏偉的慈善寺已成為全台知名的莊嚴佛剎。民國八十年，惠空法師成立「財團法人台中慈善寺文教基金會」，創辦佛學院與台中觀音線，以慈悲為懷的精神加入社會服務行列。民國八十七年成立「財團法人台灣省台中市慈善寺」，民國九十年由宏燦法師接任董事長，除推動寺務並廣開善門，在講堂推廣藝文活動，走入社區與民眾結緣。慈善寺寺貌，壯觀雄偉，庭園風光雅致，環境清幽，儼然成為北屯地區郊遊觀光之勝地。近年來在宏燦法師的主持下，積極走入社區，推廣書法、鋼琴、插花等課程，並以入世精神與民眾結緣。,北屯區,天津路四段198號,(04)22337182,24.16812,120.69041,,,由中清交流道下高速公路，網市區方向直行至文心路左轉，昌平路右轉即可抵達。,臺中客運14、34線，仁友客運3線可以抵達。,
161,台中城隍廟,城隍爺是民眾的信仰中心。城隍爺奉祀城隍尊神、關聖帝君、註生娘娘、城隍夫人、天上聖母、福德正神、文昌帝君、文 判官、武判官、謝將軍、范將軍、牛爺、馬爺、陰陽司公。城隍爺原由前清台中知縣黃承乙於光緒十年公元一八八四年建於本市東區樂業里，即今台中糖廠廠址。甲午戰爭後台灣蒙塵，原廟址被日人改建為糖廠，神位經播遷者再。民國十年，由林子瑾、吳子瑜、林焰墩、林祖藩、賴慶炎、林澄坡等仕紳發起，在台中市南區合作街九十四巷五十號重建新廟，以迄至今。台中市城隍廟所奉祀的城隍爺是管理原省轄臺中市的地方官，由於民間的信仰篤定虔誠，城隍廟至今香火仍非常鼎盛，而每年農曆六月十五日則為城隍爺的祭典日，也是當地宗教盛事，廟方會舉行隆重的祝壽祭典。從農曆六月初起，廟中便湧入從各地而來的大批香客，除了祭典，也會有遊行、演戲等民俗活動，因此，廟前的戲台也會鑼鼓喧天上演酬神的戲碼，呈現一番熱鬧景象。,南區,城隍里合作街94巷50號,(04)22875350,24.12848,120.68125,,宗教場所請勿大聲喧嘩。,臺中後火車站復興路西行，至合作街左轉，至建成路前即可抵達。,可搭臺中客運31、32、36、100、103、107、108、135至臺中路下車。,附停車場。
158,自然科學博物館之植物園,在國立自然科學博物館中，共設置了幾個與植物相關的展示研究區，包括有藥草園、植物公園的八大戶外展示區與熱帶雨林溫室。位於人類文化廳（原中國科學廳）中國醫藥戶外展示區的，共展出活體藥用植物百餘種。園中所展示的每一種藥草皆附有解說牌，介紹正確學名與療效。,北區,館前路1號,(04)23226940,24.15808,120.66763,,,,1.開車：中港交流道下高速公路，直行台灣大道，英才路左轉，西屯路在左轉即可抵達。 2.大眾運輸：台中客運22、47、103、106、135可達。仁友客運22、37、48、125可達。,
156,天津成衣街,這兒的衣服多是商家直接到國外工廠批貨，然後整貨櫃的運回臺灣。這裡商家的主要顧客多是一街擺地攤的小販，所以常可以看到背著好幾袋衣服的聖誕老公公。散客若是來這裡，不妨發揮閃靈殺手的功力，或許有不錯的斬獲！,北區,天津一街22號,(04)22235656,24.1705,120.67468,,,國道一號大雅交流道(往臺中)出口下，直走中清路，接大雅路，遇天津路 口，左轉即是天津路商圈。,,
150,河畔藝術街,,西區,博館路、華美西街一段交叉口,(04)23287775,24.15868,120.66192,,,中港交流道下高速公路，沿中港路往臺中市區方向直行，至華美西街左轉即抵。,臺中客運46、47、48、103、106、22、27線仁友客運41、48線,
149,臺中市洲際棒球場,臺中市洲際棒球場是北屯區的一座棒球場，位於崇德路與環中路口，2006年完工，由臺中市政府興建與擁有、委由午陽集團營運，是臺灣舉辦國際棒球賽事的主要場地之一。目前，臺中市洲際棒球場是臺灣社會甲組成棒球隊台中威達成棒隊之主要場地，以及中華職棒中信兄弟球隊的主場。中華棒協曾以第16屆洲際盃棒球賽這項國際級的賽事作為這座嶄新球場的處女秀，向世界宣示台灣棒球發展的進步與決心。作為台灣地區首屈一指符合國際標準的棒球場，臺中市洲際棒球場更是國內首座以美式風格為架構的棒球場。看台視野廣闊，周邊腹地廣大，球場上方以棒球縫線為造型的景觀設計，象徵洲際棒球場的地標性。,北屯區,四民里崇德路三段835號(環中路一段與崇德路三段交叉口）,(04)24221588,24.19966,120.68404,,看比賽前請做好防曬或防雨準備，並請購買門票。,市區：自三民路接崇德路，即可到達。西屯區：自中港路左轉文心路，再左轉崇德路，即可到達。南屯區：自五權西路三段左轉環中路，順著環中路高架橋，即可到達。(國道1號)大雅(中清)交流道：往台中方向下交流道→下交流道後的第一個路口→左轉環中路往崇德路→直行約3.2公里左右→即到達台中洲際棒球場。(國道3號)北上可從快官交流道→中彰快速公路(台74線)→接環中路到台中洲際棒球場。,客運轉公車：1.於各地坐客運到台中車站→到後火車站轉乘65路公車到台中洲際棒球場。2.於各地坐客運到台中車站→至前站搭乘58路崇德幹線至台中洲際棒球場站下車。坐火車轉公車：1.於各地坐火車到台中火車站→到後火車站轉乘65路公車到台中洲際棒球場。2.於各地坐火車到台中火車站→至前站搭乘58路崇德幹線至台中洲際棒球場站下車。3.於各地坐火車到潭子火車站→搭58路崇德幹線公車至台中洲際棒球場站下車。 坐高鐵轉公共交通工具：於各地坐高鐵到台中站→轉台鐵(新烏日站—台中車站)or轉乘69公車到統聯轉運站→再轉乘73路、81路、83路或88路到台中車 站下車→到後火車站轉乘全航客運65路(南區公所—台中洲際棒球場) 。坐飛機轉公共交通工具：於各地坐飛機到台中清泉崗機場→轉乘69公車到統聯轉運站→再轉乘73路、81路、83路或88路到台中車站下車→到後火車站轉乘全航客運65路(南區公所—台中洲際棒球場)。,提供866個汽車停車位、2449個機車停車。停車費一次大車100元，小汽車50元，機車20元。
146,望高寮,望高寮又稱「王田坎」，是大肚台地最高的一處山野，為一座大斷崖。站在眺望平台可以遠看台中港區、彰化大肚溪以南平地、以及臺中市區，夜晚更可以看到三地萬家燈火的夜景。由於地形的優勢，使得望高寮成為一觀日及賞星光的最佳去處。近期更吸引了小販商家到此形成集市，宛如一座不夜城，警車也常到此巡邏而安全許多，附近的嶺東科技大學與其他學校的學生也常結伴到此遊玩，望高寮已成為情侶浪漫夜景。,南屯區,中台路,,24.14362,120.5813,,,開車路線：由五權西路交流道下高速公路，往台中港方向，忠勇路左轉永春南路右轉，直行即可上望高寮。,搭車：台中客運11線或仁友客運40線可以抵達。,
144,張家祖廟,,西屯區,安和路111 號,(04)23582805,24.17611,120.62205,,,由中港交流道下高速公路，往臺中港方向，安和路左轉，直行即可抵達。,臺中客運22、27、47、48、103、106、108線或仁友客運38、39線可以抵達。,
143,國立臺灣美術館,美術館的建築空間強調開闊性與現代感，造型簡潔方整，呈階梯遞降，以天然石片為主要外飾材料。開闊的園區陳列雕塑精品，並有蒐集台灣先賢書家之墨跡而成的碑林廣場。南面以大片玻璃帷幕引進自然光，在館內形成光影嶙峋交錯的景象，建築體隨著時間與天候的變遷，處處可見光影的層次變化，使建築和天空渾然成為一體。國美館有系統策畫以臺灣美術發展為主軸的各類型展覽，同時致力於國際文化藝術交流。館內圖書資料中心、影音藝術廳、影音平台、教師資源室等學習及休閒空間，讓觀眾透過多元形式親近藝術、探索藝術。另有專為親子設置的兒童繪本區和兒童遊戲室，讓孩子在歡樂的學習環境中體驗玩中學、學中玩的手作互動。數位藝術方舟與資訊轉運站等空間，則讓民眾體驗數位藝術，感受到科技與人文結合的新世界。館內並設有精品店及古典玫瑰園、春水堂、秋山堂。此外，美術館前景致優雅的美術園道和綠園道，隨處可見歐風建築和日式庭園造景，兩側開設了許多具有獨特風味的餐廳與咖啡館，結合創意和異國佳餚的視覺與味蕾感受，置身其中立即讓人忘卻城市喧囂。徜徉於空間創造的藝廊，樂活悠游，在舉足之間體會異國風情綻放的無窮魅力，是遊客來此絕對不能錯過的景點。,西區,五權西路一段2號,(04)23723552,24.14094,120.66351,,定時導覽為每日10：30與14：30。?	除部分特展外，本館免費入館參觀。?	接受團體預約導覽。?	提供投幣式寄物箱服務。?	提供免費娃娃車(六個月-四歲嬰幼兒適用)及輪椅租借服務。,◆高速公路-由北前往本館 國道3號→國道1號→台中交流道→台灣大道→右轉美村路→五權西路口→本館◆高速公路-由南前往本館1.國道1號：南屯交流道→五權西路口→美村路口→本館2.國道3號：中投交流道→中投快速道路→五權南路→五權路→五權西路口→美村路口→本館,市內公車統聯客運:23（美術館(美村路)）、56(美術館(五權西路))仁友客運:30(大墩文化中心(五權路))豐榮客運:40(大墩文化中心(五權路))、89(美術館(五權西路))11路環線(美術館(美村路))臺中火車站轉乘公車台中客運:71(美術館(五權西路))統聯客運:75(美術館(五權西路))全航客運:5	(大墩文化中心(英才路))臺中後火車站轉乘公車豐原客運:51(大墩文化中心 (英才路))高鐵接駁公車統聯客運:159(土庫停車場(國美館)),備有收費停車場
